modelo,preco,quilometragem,ano,infomacoes
Cerato,26.890,70.689 Km,2015,Kia Cerato 1.6 E.294 Sedan 16v Gasolina 4p Automático
Cerato,52.900,3.000 Km,2020,Kia Cerato 2.0 Ex Flex Aut. 4p
Cerato,98.990,27.000 Km,2018,Kia Cerato 1.6 Sx 16v Flex 4p Automático
Cerato,65.900,119.000 Km,2013,Kia Cerato Cerato Sx3 1.6
Cerato,47.000,154.885 Km,2015,Kia Cerato Cerato Ff Sx3 Atnb
Cerato,46.990,1 Km,2012,Kia Cerato 1.6 Ex3 Sedan 16v - Aceito Troca
Cerato,31.900,79.373 Km,2013,Kia Cerato 1.6 Sx Aut. 4p
Cerato,42.900,32.000 Km,2019,Kia Cerato 1.6 Sx Flex Aut. 4p
Cerato,72.900,173.000 Km,2006,Kia Cerato Cerato Gls 2.0 N1
Cerato,21.900,119.000 Km,2010,Kia Cerato 1.6 Ex 4p
Cerato,31.900,87.316 Km,2014,Kia Cerato 1.6 Sx 16v
Cerato,52.800,60.000 Km,2016,Kia Cerato 1.6 Sx Flex Aut. 4p
Cerato,57.990,1 Km,2008,Kia Cerato 1.6 Ex Aut. 4p
Cerato,15.000,1 Km,2012,Kia Cerato 1.6 Ex 4p
Cerato,30.000,27.000 Km,2019,Kia Cerato 1.6 Sx Flex Aut. 4p
Cerato,71.500,124.600 Km,2012,Kia Cerato 1.6 Sx Aut. 4p
Cerato,36.500,100.000 Km,2012,Kia Cerato 1.6 Ex3 Sedan 16v Gasolina 4p Automático
Cerato,34.990,164.000 Km,2011,Kia Cerato 1.6 Ex 4p 126 Hp
Cerato,29.900,48.000 Km,2015,Kia Cerato 1.6 Sx 16v Flex 4p Automático
Cerato,59.900,40.000 Km,2019,Kia Cerato 1.6 Sx Flex Aut. 4p
Cerato,76.900,0 Km,2020,Kia Cerato 2.0 Sx Flex Aut. 4p
Cerato,109.890,22.000 Km,2019,Kia Cerato 1.6 Sx Flex Aut. 4p
Cerato,74.900,64.138 Km,2019,Kia Cerato 1.6 Flex Sx Automatico
Cerato,75.900,134.433 Km,2012,Kia Cerato 1.6 E.222 Sedan 16v
Cerato,36.900,150.000 Km,2012,Kia Cerato 1.6 Ex Aut. 4p
Cerato,53.900,87.000 Km,2013,Kia Cerato Cerato Koup 2.0
Cerato,19.900,160.000 Km,2008,Kia Cerato Cerato Ex2 1.6
Cerato,47.920,60.000 Km,2014,Kia Cerato 1.6 Sx 16v Flex 4p Automático
Cerato,71.790,34.533 Km,2018,Kia Cerato 1.6 Sx 16v
Cerato,98.990,3.000 Km,2020,Kia Cerato 2.0 Ex Flex Aut. 4p
Cerato,42.900,79.373 Km,2013,Kia Cerato 1.6 Sx Aut. 4p
Cerato,57.990,60.000 Km,2016,Kia Cerato 1.6 Sx Flex Aut. 4p
Cerato,71.500,27.000 Km,2019,Kia Cerato 1.6 Sx Flex Aut. 4p
Cerato,29.900,164.000 Km,2011,Kia Cerato 1.6 Ex 4p 126 Hp
Cerato,97.990,0 Km,2020,Kia Cerato 2.0 16v Flex Ex Automático
Cerato,97.990,0 Km,2020,Kia Cerato 2.0 16v Flex Ex Automático
Cerato,94.990,100 Km,2020,Kia Cerato Cerato Sedan-at 2.0 16v 4p
Cerato,107.900,0 Km,2020,Kia Cerato 2.0 16v Flex Sx Automático
Cerato,66.900,51.581 Km,2018,Kia Cerato 1.6 Sx 16v Flex 4p Automático
Cerato,104.900,0 Km,2020,Kia Cerato Cerato Ff Sx4 Atnb
Cerato,33.890,95.000 Km,2010,Kia Cerato 1.6 Sx2 16v Gasolina 4p Manual
Cerato,41.900,55.203 Km,2013,Kia Cerato Sx 3 1.6
Cerato,30.000,50.000 Km,2012,Kia Cerato 2012
Cerato,31.900,157.032 Km,2011,Kia Cerato 1.6 Sx2 16v Gasolina 4p Manual
Cerato,104.900,0 Km,2020,Kia Cerato Cerato Ff Sx 2.0 At E.497
Cerato,32.990,121.000 Km,2010,Kia Cerato 1.6 Ex Aut. 4p
Cerato,71.900,20.000 Km,2019,Kia Cerato Sx4 1.6 Flex Automático
Cerato,44.500,185.347 Km,2014,Kia Cerato Sx E.294 1.6 16v Flex
Cerato,53.189,66.436 Km,2016,Kia Cerato Sx E.295 1.6 16v Flex
Cerato,104.990,11.459 Km,2020,Kia Cerato Kia Cerato Ff Sx2.0
Cerato,59.900,69.000 Km,2015,Kia Cerato 1.6 Sx 16v Flex 4p Automático
Cerato,39.900,39.900 Km,2013,Kia Cerato Ex3 1.6
Cerato,29.900,101 Km,2011,Kia Cerato Kia Cerato Ex 1.6 Mec
Cerato,91.790,9.902 Km,2020,Kia Cerato Cerato Ff Ex2.0 At
Cerato,107.900,0 Km,2020,Kia Cerato 2.0 16v Flex Sx Automático
Cerato,52.000,100 Km,2015,Kia Cerato 1.6 Sx 16v Flex 4p Automático
Cerato,33.900,135.000 Km,2012,Kia Cerato Cerato Ex3  1.6
Cerato,28.900,123.024 Km,2011,Kia Cerato Cerato 1.6 16v Mec.
Cerato,43.900,79.000 Km,2013,Kia Cerato Cerato 1.6 16v  Flex  Aut.
Cerato,34.900,235.000 Km,2011,Kia Cerato 1.6 Ex Aut. 4p 126 Hp
Cerato,94.990,0 Km,2020,Kia Cerato Cerato Ff Ex 2.0 At E.475
Cerato,32.900,81.000 Km,2011,Kia Cerato Cerato Ex 1.6 16v (aut)
Cerato,33.000,156.240 Km,2011,Kia Cerato Kia Cerato Ex3 1.6
Cerato,34.990,154.000 Km,2011,Kia Cerato 1.6 Ex2 Sedan 16v Gasolina 4p Automático
Cerato,38.900,0 Km,2010,Kia Cerato 1.6 Sx Aut. 4p
Cerato,36.500,81.000 Km,2012,Kia Cerato 1.6 E.221 Sedan 16v Gasolina 4p Automático
Cerato,30.900,78.652 Km,2011,Kia Cerato 1.6 Sx Aut. 4p 126 Hp
Cerato,62.990,35.000 Km,2017,Kia Cerato 1.6 Sx 16v Flex 4p Automatico 2016/2017
Cerato,33.990,78.170 Km,2012,Kia Cerato Kia Cerato Ex 1.6 16v E.221
Cerato,36.900,71.000 Km,2011,Kia Cerato 1.6 Sx 4p 121 Hp
Cerato,62.900,78.000 Km,2017,Kia Cerato 1.6 Sx 16v Flex 4p Automático
Cerato,52.900,67 Km,2014,Kia Cerato Cerato Sx 1.6 16v E.244
Cerato,42.990,93.000 Km,2013,Kia Cerato Cerato Sedan Sx-at 1.6 16v 4p
Picanto,19.900,89.000 Km,2011,Kia Picanto 1.0 Ex 5p
Picanto,42.900,97.000 Km,2017,Kia Picanto 1.0 Ex 12v
Picanto,36.990,80.000 Km,2016,Kia Picanto 1.0 Ex Flex Aut. 5p
Picanto,19.900,129.498 Km,2008,Kia Picanto 1.0 Ex 12v
Picanto,27.900,96.000 Km,2012,Kia Picanto 1.0 Ex Flex 5p
Picanto,33.880,98.000 Km,2017,Kia Picanto 1.0 Ex Flex 5p
Picanto,18.590,116.000 Km,2010,Kia Picanto 1.0 Ex 12v Gasolina 4p Manual
Picanto,26.900,1 Km,2011,Kia Picanto Picanto 1.0 Ex 12v Flex 4p Manual
Picanto,22.980,89.450 Km,2010,Kia Picanto 1.0 Ex 12v Gasolina 4p Manual
Picanto,28.871,89.052 Km,2012,Kia Picanto 1.0 Ex Flex 5p
Picanto,21.899,156.460 Km,2011,Kia Picanto 1.0 Ex 5p
Picanto,29.290,89.000 Km,2013,Kia Picanto 1.0 Ex Flex 5p
Picanto,17.900,181.000 Km,2008,Kia Picanto Picanto Ex 1.0
Picanto,26.900,69.359 Km,2012,Kia Picanto Picanto Ex 1.1/1.0/ 1.0 Flex Mec.
Picanto,17.000,82.700 Km,2007,Kia Picanto Picanto Ex 1.1 Compl
Picanto,22.800,112.081 Km,2011,Kia Picanto 1.0 Ex 12v Gasolina 4p Manual
Picanto,21.889,57.500 Km,2008,Kia Picanto 1.0 Ex 5p 64 Hp
Picanto,16.000,155.000 Km,2008,Kia Picanto 1.0 Ex 5p 64 Hp
Picanto,37.900,69.200 Km,2014,Kia Picanto 1.0 Ex Flex Aut. 5p
Picanto,39.990,71.526 Km,2017,Kia Picanto Ex 1.0 12v Flex
Picanto,32.990,117.297 Km,2013,Kia Picanto 1.0 Ex 12v Flex 4p Automático
Picanto,36.900,90.000 Km,2012,Kia Picanto 1.0 Ex Flex Aut. 5p
Picanto,26.900,989.898 Km,2012,Kia Picanto Kia Picanto Ex 1.0
Picanto,29.900,0 Km,2012,Kia Picanto 1.0 Ex Flex Aut. 5p
Picanto,19.200,1.000 Km,2011,Kia Picanto 1.0 Ex 12v Gasolina 4p Manual
Picanto,26.990,80.000 Km,2011,Kia Picanto 1.0 Ex 12v Gasolina 4p Manual
Picanto,46.890,19.821 Km,2017,Kia Picanto 1.0 Ex 12v Flex 4p Automático
Picanto,38.900,41.500 Km,2016,Kia Picanto 1.0 Ex 12v Flex 4p Manual
Picanto,19.900,91.000 Km,2011,Kia Picanto Picanto Ex 1.0
Picanto,34.980,84.000 Km,2016,Kia Picanto 1.0 Ex 12v Flex 4p Manual
Picanto,34.500,61.000 Km,2016,Kia Picanto Picanto Ex 1.1/1.0/ 1.0 Flex Mec.
Picanto,24.900,67.900 Km,2012,Kia Picanto 1.0 Ex 12v Flex 4p Automático
Picanto,23.900,102.000 Km,2009,Kia Picanto 1.0 Ex 12v
Picanto,23.800,79.589 Km,2011,Kia Picanto 1.0 Ex 12v Gasolina 4p Manual
Picanto,20.990,104.915 Km,2008,Kia Picanto 1.0 Ex2  12v
Picanto,18.900,109.900 Km,2010,Kia Picanto 1.0 Ex 12v Gasolina 4p Manual
Picanto,27.880,85.923 Km,2012,Kia Picanto 1.0 Ex 12v Flex 4p Manual
Picanto,38.990,79.000 Km,2015,Kia Picanto 1.0 Ex 12v Flex 4p Automático
Picanto,34.990,92 Km,2014,Kia Picanto 1.0 Ex Flex Aut. 5p
Picanto,21.890,57.500 Km,2008,Kia Picanto 1.0 Ex 5p 64 Hp
Picanto,37.900,67.104 Km,2013,Kia Picanto Picanto Ex 1.1/1.0/ 1.0 Flex Aut.
Picanto,37.900,74.108 Km,2016,Kia Picanto Picanto 1.0 J323 (flex)
Picanto,20.000,103.600 Km,2011,Kia Picanto Picanto Ex3 1.0 Manual
Picanto,21.900,98.000 Km,2011,Kia Picanto Ex3
Picanto,15.900,138.000 Km,2011,Kia Picanto 1.1 Ex 12v
Picanto,22.890,91.944 Km,2011,Kia Picanto 1.0 Ex 12v Flex 4p Manual
Picanto,20.000,"106,54 Km",2008,Kia Picanto Picanto Ex 1.1/1.0
Picanto,31.900,102.000 Km,2012,Kia Picanto Picanto Ex 1.0 12v Flex Aut.
Picanto,39.900,46.900 Km,2016,Kia Picanto 1.0 Ex 12v Flex 4p Automático
Picanto,22.888,140.000 Km,2009,Kia Picanto 1.0 Ex 12v Gasolina 4p Manual
Picanto,26.900,1 Km,2011,Kia Picanto Picanto 1.0 Ex 12v Flex 4p Manual
Picanto,22.980,89.450 Km,2010,Kia Picanto 1.0 Ex 12v Gasolina 4p Manual
Picanto,28.871,89.052 Km,2012,Kia Picanto 1.0 Ex Flex 5p
Picanto,17.900,181.000 Km,2008,Kia Picanto Picanto Ex 1.0
Picanto,16.000,155.000 Km,2008,Kia Picanto 1.0 Ex 5p 64 Hp
Picanto,39.990,71.526 Km,2017,Kia Picanto Ex 1.0 12v Flex
Picanto,29.900,0 Km,2012,Kia Picanto 1.0 Ex Flex Aut. 5p
Picanto,34.990,92 Km,2014,Kia Picanto 1.0 Ex Flex Aut. 5p
Picanto,36.900,60.688 Km,2015,Kia Picanto 1.0 Ex Flex Aut. 5p
Picanto,33.890,67.000 Km,2016,Kia Picanto Kia Picanto Ex 1.0 (aut) (flex)
Picanto,49.000,59.000 Km,2013,Kia Picanto 1.0 Ex Flex 5p
Picanto,46.900,29.000 Km,2017,Kia Picanto Kia Picanto 1.0 12v 4p Ex Automático
Picanto,34.900,84.683 Km,2013,Kia Picanto 1.0 Ex 12v Flex 4p Automático
Picanto,30.900,71.230 Km,2014,Kia Picanto 1.0 Ex 12v Flex 4p Manual
Picanto,41.900,92.000 Km,2015,Kia Picanto 1.0 Ex 12v Flex 4p Automático
Picanto,37.600,0 Km,2017,Kia Picanto 1.0 Ex 12v Flex 4p Manual
Picanto,43.890,30.241 Km,2016,Kia Picanto 1.0 Ex 12v
Picanto,34.000,109.000 Km,2013,Kia Picanto 1.0 Ex 12v Flex 4p Automático
Picanto,24.690,132.500 Km,2011,Kia Picanto Kia Picanto Ex 1.0
Picanto,48.900,18.434 Km,2017,Kia Picanto Picanto Ex 1.1/1.0 Flex Aut.
Picanto,28.900,126.672 Km,2013,Kia Picanto J.320 1.0 12v Mt Flex
Picanto,29.990,40.435 Km,2011,Kia Picanto Kia Picanto Ex 1.0 (aut)
Picanto,28.990,93.959 Km,2012,Kia Picanto Ex 1.0 12v Mt
Picanto,25.900,85.556 Km,2011,Kia Picanto Ex 1.0 12v Flex
Picanto,22.990,161.000 Km,2011,Kia Picanto 1.0 Ex 12v Flex 4p Manual
Picanto,39.990,71.526 Km,2017,Kia Picanto Ex 1.0 12v Flex
Picanto,42.000,26.738 Km,2016,Kia Picanto 1.1/1.0/ 1.0 Flex Aut.
Picanto,39.900,40.000 Km,2016,Kia Picanto 1.0 Ex Flex Aut. 5p
Picanto,41.900,45.772 Km,2016,Kia Picanto 1.0 Ex 12v Flex 4p Automático
Picanto,29.900,90.000 Km,2013,Kia Picanto Picanto Ex 1.1/1.0/ 1.0 Flex Mec.
Picanto,36.900,20.319 Km,2016,Kia Picanto Picanto Ex3 1.0 Manual
Picanto,22.990,132.500 Km,2011,Kia Picanto 1.0 Ex 12v Gasolina 4p Manual
Picanto,24.900,106.000 Km,2011,Kia Picanto Ex 1.1/1.0/ 1.0 Flex Mec.
Picanto,44.900,42.000 Km,2016,Kia Picanto Picanto Ex 1.1/1.0/ 1.0 Flex Aut.
Picanto,33.900,113.965 Km,2014,Kia Picanto Kia Picanto 1.0 Ex Flex Mec. 5p 2014 Preto
Picanto,32.990,73.644 Km,2013,Kia Picanto 1.0 Ex 12v Flex 4p Automático
Picanto,32.900,88.137 Km,2011,Kia Picanto Ex3 1.0 Automatico
Picanto,34.900,111.000 Km,2012,Kia Picanto 1.0 Ex 12v Gasolina 4p Automático
Picanto,34.990,62.000 Km,2012,Kia Picanto 1.0 Ex 12v Gasolina 4p Automático
Picanto,38.989,71.161 Km,2015,Kia Picanto 1.0 Ex 12v Flex 4p Automático
Picanto,27.900,121.799 Km,2013,Kia Picanto 1.0 Ex 12v Flex 4p Manual 2012/2013
Picanto,36.900,47.000 Km,2016,Kia Picanto 1.0 Ex 12v Flex 4p Manual
Picanto,16.900,105.000 Km,2006,Kia Picanto 1.1 Ex 12v Gasolina 4p Manual
Picanto,19.900,95.000 Km,2008,Kia Picanto 1.0 Ex 12v Flex 4p Manual
Picanto,40.004,10.000 Km,2014,Kia Kia Picanto Kia
Picanto,25.900,80 Km,2010,Kia Picanto Picanto Ex 1.0 (aut)
Soul,49.900,59.000 Km,2014,Kia Soul 1.6 Ex 16v Flex 4p Automático
Soul,61.999,17.000 Km,2016,Kia Soul 1.6 Ex Flex Aut. 5p
Soul,32.900,133.291 Km,2011,Kia Soul Soul Ex 1.6 16v U.114
Soul,31.980,1 Km,2010,Kia Soul 1.6 Ex 5p
Soul,30.000,0 Km,2010,Kia Soul 1.6 Ex Aut. 5p
Soul,34.900,96.000 Km,2011,Kia Soul 1.6 Ex Flex 5p
Soul,43.900,68.000 Km,2013,Kia Soul 1.6 Ex Flex Aut. 5p
Soul,65.990,58.000 Km,2015,Kia Soul 1.6 Ex Flex Aut. 5p
Soul,83.900,32.934 Km,2019,Kia Soul 1.6 Ex 16v Flex 4p Automático
Soul,42.990,81.464 Km,2012,Kia Soul 1.6 Ex Flex Aut. 5p
Soul,37.500,103.600 Km,2012,Kia Soul 1.6 Ex 16v Flex 4p Automático
Soul,82.900,33.000 Km,2018,Kia Soul 1.6 Ex  16v
Soul,33.990,95.999 Km,2011,Kia Soul Soul Ex 1.6 Ff Mt
Soul,79.900,10.000 Km,2019,Kia Soul 1.6 Ex 16v Flex 4p Automático
Soul,37.900,68.812 Km,2010,Kia Soul 1.6 Ex 16v Gasolina 4p Automático
Soul,31.900,185.000 Km,2012,Kia Soul Soul Ex 1.6 Ff Mt
Soul,81.900,17.000 Km,2019,Kia Soul 1.6 Ex 16v Flex 4p Automático
Soul,38.900,166.004 Km,2012,Kia Soul Ex 1.6 Ff Mt
Soul,35.000,100.000 Km,2011,Kia Soul 1.6 Ex Flex Aut. 5p
Soul,42.900,75.063 Km,2012,Kia Soul 1.6 Ex 16v Flex 4p Automático
Soul,36.900,149.385 Km,2012,Kia Soul Soul Ex 1.6 Ff At
Soul,68.700,34.000 Km,2015,Kia Soul 1.6 Ex 16v Flex 4p Automatico
Soul,33.900,140.000 Km,2012,Kia Soul 1.6 Ex 16v Flex 4p Manual
Soul,44.900,110.000 Km,2014,Kia Soul Soul 1.6 Ex 16v Flex 4p Automático
Soul,29.900,129.000 Km,2011,Kia Soul Soul 1.6 16v U.111
Soul,39.890,119.000 Km,2013,Kia Soul 1.6 Ex Flex 5p
Soul,29.900,82.000 Km,2010,Kia Soul 1.6 Ex 16v Flex 4p Manual
Soul,33.900,0 Km,2012,Kia Soul 1.6 Ex 16v Flex 4p Manual
Soul,46.990,119.007 Km,2014,Kia Soul 1.6 Ex  16v
Soul,34.990,134.893 Km,2010,Kia Sportage Kia Soul Ex 1.6 16v (aut.) U.152
Soul,32.900,130.000 Km,2012,Kia Soul Soul Ex 1.6 Ff Mt
Soul,39.200,89.489 Km,2013,Kia Soul 1.6 Ex 16v Flex 4p Automático
Soul,35.940,89.344 Km,2012,Kia Soul 1.6 Ex 16v Flex 4p Automático
Soul,32.978,125.562 Km,2010,Kia Soul 1.6 Ex 16v Flex 4p Manual
Soul,33.900,127.900 Km,2012,Kia Soul Soul Ex-mt 1.6 16v Flex (imp) 4p
Soul,38.913,204.000 Km,2010,Kia Soul 1.6 Ex 16v
Soul,36.900,98.000 Km,2011,Kia Kia Soul 1.6 Flex Automático
Soul,33.890,115.000 Km,2011,Kia Soul Kia Soul Ex 1.6
Soul,34.900,101 Km,2011,Kia Soul Kia Soul Ex 1.6
Soul,34.500,161.000 Km,2012,Kia Soul Ex U.121 1.6 16v Flex
Soul,43.900,178.212 Km,2012,Kia Soul 1.6 Ex 16v Gasolina 4p Automático
Soul,31.990,104.680 Km,2011,Kia Soul Ex 1.6 Flex
Soul,32.900,64.000 Km,2010,Kia Soul Kia Soul Ex2 1.6
Soul,73.900,16.798 Km,2017,Kia Soul 1.6 Ex 16v
Soul,48.900,44.508 Km,2014,Kia Soul Ex 1.6 (flex) (aut) U173
Soul,34.900,98.000 Km,2011,Kia Soul 1.6 Ex Aut. 5p
Soul,35.990,88.200 Km,2011,Kia Soul Ex 16v
Soul,32.900,119.635 Km,2010,Kia Soul Ex 1.6 16v U.101
Soul,34.900,72.124 Km,2011,Kia Soul 1.6 Ex 16v Flex 4p Manual
Soul,37.900,113.400 Km,2012,Kia Soul 1.6
Soul,64.999,50.000 Km,2015,Kia Soul 1.6 Ex Flex Aut. 5p
Soul,33.900,120.000 Km,2011,Kia Soul 1.6 Ex 16v Flex 4p Manual
Soul,39.990,97.495 Km,2012,Kia Soul Soul Ex 1.6 Ff At
Soul,29.860,182.853 Km,2010,Kia Soul 1.6 Ex 16v Gasolina 4p Manual
Soul,72.900,60.000 Km,2016,Kia Soul 1.6 Ex Flex Aut. 5p
Soul,35.900,60.650 Km,2012,Kia Soul Soul Ex 1.6 Ff Mt
Soul,30.900,129.000 Km,2011,Kia Soul 1.6 Ex 16v Gasolina 4p Manual
Soul,34.900,96.000 Km,2010,Kia Soul Soul Ex 1.6 Ff At
Soul,109.900,41.000 Km,2019,Kia Soul 1.6 Ex Flex Aut. 5p
Soul,45.000,31.000 Km,2013,Kia Soul 1.6 Ex 16v Flex 4p Automático
Soul,35.900,98.000 Km,2011,Kia Soul 1.6 Ex Flex Aut. 5p
Soul,47.500,109.000 Km,2014,Kia Soul 1.6 Ex 16v Flex 4p Automático
Soul,66.999,66.000 Km,2015,Kia Soul 1.6 Ex 16v Flex 4p Automático
Soul,43.900,113.457 Km,2011,Kia Soul 1.6 U.104 16v Gasolina 4p Manual
Soul,35.900,148.876 Km,2011,Kia Soul 1.6 Ex 16v Gasolina 4p Manual
Soul,37.900,117.980 Km,2010,Kia Soul 1.6 Ex 16v Gasolina 4p Automático
Soul,69.000,29.006 Km,2016,Kia Soul 1.6
Soul,32.900,115.000 Km,2010,Kia Soul 1.6 Ex 16v Flex 4p Manual
Soul,35.900,0 Km,2010,Kia Soul Soul 1.6/ 1.6 16v Flex Aut.
Soul,35.000,1 Km,2011,Kia Soul 1.6 16v
Soul,26.718,0 Km,2010,Kia Soul 1.6 Ex 16v Flex 4p Manual
Soul,34.900,76.000 Km,2012,Kia Soul Soul 1.6/ 1.6 16v Flex Aut. 2012
Soul,26.900,207.347 Km,2010,Kia Soul 1.6 Ex 16v Flex 4p Manual
Soul,33.500,143.526 Km,2011,Kia Soul Soul Ex 1.6 Ff Mt
Soul,36.990,63.000 Km,2012,Kia Soul Soul
Soul,68.900,49.698 Km,2015,Kia Soul Kia Soul Ex 1.6 (flex) (aut) U259
Soul,36.990,86.170 Km,2012,Kia Soul Ex 1.6 16v U.114
Soul,34.900,120.000 Km,2010,Kia Soul Ex
Soul,67.800,44.000 Km,2015,Kia Soul 1.6 Ex Flex Aut. 5p
Soul,32.500,136.000 Km,2011,Kia Soul 1.6 Ex Flex 5p
Soul,28.800,163.000 Km,2011,Kia Soul 1.6 Ex Flex 5p
Soul,37.900,92.000 Km,2012,Kia Soul 1.6 Ex Flex Aut. 5p
Soul,64.800,57.000 Km,2016,Kia Soul Soul Ex 1.6 Ff At
Soul,32.900,138.000 Km,2010,Kia Soul 1.6 Ex 16v
Soul,32.900,107.803 Km,2010,Kia Soul Soul Ex 1.6 L
Soul,36.900,1 Km,2012,Kia Soul Soul Ex-at 1.6 16v Flex (imp) 4p
Soul,34.900,231.832 Km,2010,Kia Soul 1.6 Ex 16v
Soul,30.000,131.000 Km,2011,Kia Soul 1.6 Ex 5p
Soul,35.900,136.000 Km,2012,Kia Soul 1.6 Ex Flex Aut. 5p
Soul,44.890,137.000 Km,2012,Kia Soul Ex 1.6 16v Flex
Soul,32.900,91.000 Km,2011,Kia Soul 1.6 Ex 16v Gasolina 4p Manual
Soul,39.900,89.000 Km,2012,Kia Soul Kia Soul Ex 1.6 Aut.
Soul,34.950,91.000 Km,2011,Kia Soul 1.6 Ex Flex Mec
Soul,33.900,108.000 Km,2012,Kia Soul Soul Ex 1.6 Bancos Em Couro + Rodas + Flex
Soul,43.900,69.000 Km,2012,Kia Soul 1.6 Ex 16v Flex 4p Automático
Soul,35.900,65.548 Km,2012,Kia Soul 1.6 Ex Flex 5p
Sportage,65.990,101.016 Km,2014,Kia Sportage 2.0 Lx 4x2 16v
Sportage,65.900,64.011 Km,2014,Kia Sportage 2.0 Lx 4x2 Flex Aut. 5p
Sportage,59.886,67.000 Km,2013,Kia Sportage Sportage 2.0 Lx 4x2 16v Flex 4p Manual
Sportage,79.900,70.000 Km,2016,Kia Sportage 2.0 Lx 4x4 Flex Aut. 5p
Sportage,122.900,20.000 Km,2019,Kia Sportage 2.0 Ex 4x2 Flex Aut. (new) 5p
Sportage,64.890,106.510 Km,2013,Kia Sportage Sportage  Lx 2.0 P576 (flex) (aut)
Sportage,54.800,109.000 Km,2012,Kia Sportage 2.0 Lx 4x2 Aut. 5p
Sportage,65.900,91.000 Km,2014,Kia Sportage 2.0 Lx 4x2 Flex Aut. 5p
Sportage,130.000,28.000 Km,2018,Kia Sportage 2.0 Lx 4x2 Flex Aut. 5p
Sportage,72.990,106.000 Km,2014,Kia Sportage 2.0 Ex 4x2 16v Flex 4p Automático
Sportage,81.870,59.000 Km,2015,Kia Sportage 2.0 Ex 4x2 Flex Aut. 5p
Sportage,99.900,108.192 Km,2015,Kia Sportage 2.0 Ex 4x2 Flex Aut. 5p
Sportage,66.890,91.417 Km,2014,Kia Sportage 2.0 Lx 4x4 16v Flex 4p Automático
Sportage,54.900,133.250 Km,2012,Kia Sportage 2.0 Lx 4x2 16v Gasolina 4p Automático
Sportage,84.900,84.000 Km,2014,Kia Sportage 2.0 Ex 4x2 16v
Sportage,72.890,55.400 Km,2014,Kia Sportage 2.0 Lx 4x2 16v
Sportage,136.990,55.386 Km,2019,Kia Sportage 2.0 Ex 4x2 16v
Sportage,75.990,69.000 Km,2013,Kia Sportage 2.0 Lx 4x4 Flex Aut. 5p
Sportage,94.900,59.000 Km,2016,Kia Sportage 2.0 Ex 4x2 Flex Aut. 5p
Sportage,79.890,86.000 Km,2014,Kia Sportage 2.0 Ex 4x2 16v Flex 4p Automático
Sportage,74.000,85.700 Km,2013,Kia Sportage 2.0 Ex 4x2 Flex Aut. 5p
Sportage,73.900,75.734 Km,2015,Kia Sportage 2.0 Lx 4x4 Flex Aut. 5p
Sportage,64.890,75.000 Km,2012,Kia Sportage 2.0 Ex 4x2 Aut. 5p
Sportage,70.990,89.500 Km,2014,Kia Sportage 2.0 Lx 4x2 Flex Aut. 5p
Sportage,56.900,119.133 Km,2012,Kia Sportage 2.0 Lx 4x2 16v
Sportage,131.888,37.000 Km,2018,Kia Sportage 2.0 Ex 4x2 Flex Aut. 5p
Sportage,142.800,39.000 Km,2019,Kia Sportage 2.0 Ex 4x2 Flex Aut. (new) 5p
Sportage,140.000,19.800 Km,2019,Kia Sportage 2.0 Ex 4x2 16v Flex 4p Automático
Sportage,69.800,120.000 Km,2014,Kia Sportage Sportage Ex 20 Off G4
Sportage,31.800,97.000 Km,2010,Kia Sportage 2.0 Ex 4x2 Aut. 5p
Sportage,84.900,110.000 Km,2015,Kia Sportage 2.0 Ex 4x2 Flex Aut. 5p
Sportage,60.990,134.000 Km,2013,Kia Sportage 2.0 Lx 4x4 Flex Aut. 5p
Sportage,55.800,98.000 Km,2011,Kia Sportage 2.0 Lx 4x2 Aut. 5p
Sportage,149.990,0 Km,2019,Kia Sportage 2.0 Ex 4x2 16v
Sportage,114.999,60.000 Km,2017,Kia Sportage 2.0 Ex 4x2 Flex Aut. 5p
Sportage,30.990,100.000 Km,2009,Kia Sportage 2.0 Ex 4x2 Aut. 5p
Sportage,77.990,110.000 Km,2014,Kia Sportage 2.0 Ex 4x2 16v
Sportage,74.000,79.005 Km,2014,Kia Sportage 2.0 Ex 4x2 16v Flex 4p Automático
Sportage,79.900,104.000 Km,2014,Kia Sportage 2.0 Ex 4x2 16v
Sportage,27.000,98.627 Km,2009,Kia Sportage 2.0 Ex 4x2 16v Gasolina 4p Automático
Sportage,64.900,109.000 Km,2014,Kia Sportage 2.0 Lx 4x2 16v Flex 4p Automático
Sportage,79.900,77.815 Km,2016,Kia Sportage Sportage Lx 2.0 4x4 (flex) (aut) P674
Sportage,56.900,94.000 Km,2012,Kia Sportage 2.0 Lx 4x2 Aut. 5p
Sportage,77.900,120.000 Km,2015,Kia Sportage 2.0 Ex 4x2 Flex Aut. 5p
Sportage,68.990,91.456 Km,2014,Kia Sportage 2.0 Lx 4x2 16v Flex 4p Automático
Sportage,76.900,75.000 Km,2016,Kia Sportage Sportage Lx 2.0 4x4 (flex) (aut) P674
Sportage,79.900,77.815 Km,2016,Kia Sportage 2.0 Lx 4x2 Flex Aut. 5p
Sportage,79.800,92.600 Km,2015,Kia Sportage 2.0 Lx 4x2 Flex Aut. 5p
Sportage,99.900,20.000 Km,2018,Kia Sportage Lx 2.0 Flex Automático Baixa Km
Sportage,66.900,94.227 Km,2014,Kia Sportage 2.0 Lx 4x2 16v Flex 4p Automático
